time,capacity
266,10.0
127,10.0
127,10.0
123,10.0
154,10.0
113,10.0
517,10.0
462,10.0
906,10.0
983,10.0
512,10.0
58,10.0
5904,90.0
93,10.0
56,10.0
105,10.0
511,10.0
84,10.0
49,10.0
